location,title,company,salary,summary
Dublin,Hardware Technicians - Data Center,b'\n\nGemPool\n',NA,b'\nSenior Electrical Design Engineer - Data Centers. Decommissioning Technician - Data Center. Additional Requirements {/exp:....'
Dublin,QA Engineer - Workforce Planning,b'\n\n\nWorkday\n',NA,"b'\nAssist in determining test methodology and test data setup. Test configuration, processes , reports and data on Workday Planning particularly Workforce Planning...'"
Dublin,Systems Engineer,b'\n\nEden Recruitment\n',NA,b'\nSupport of Voice / Data Systems. Understanding of 3rd Party Data Systems. Systems Engineer for International On Line Financial Services Client Dublin (West)....'
Dublin,Senior Data Analyst: Global Tech Company,b'\n\nGKR Search and Selection\n',NA,"b'\nData Scientist, Data Analyst, Stakeholder Management, Data Governance, Data Quality, Data Usage, Data Architecture....'"
Dublin,BIM Leader,b'\n\n\nAECOM\n',NA,b'\nProduce accurate & BIM data rich 3D models using Revit. Experience of co-ordinating building structures models with the architect and MEP engineer....'
Dublin,Quality Assurance Engineer,"b'\n\nInnovative Interfaces, Inc\n'",NA,"b'\nCreates and maintains test plans, a test environment, test data, and testing tools. The Quality Assurance (QA) Engineer is responsible for debugging software...'"
Dublin,Data Scientist,b'\n\nDFGR - Digital Forensics Global Recruitment\n',NA,"b'\nThey are currently recruiting an experienced Data Scientist. The successful candidate will work within the Data Analytics team to design, implement and maintain...'"
Dublin,IT Support EMEA Engineer,b'\n\n\nIntegra LifeSciences\n',NA,"b'\nMaintain adequate security procedures to safeguard systems from unauthorized users, damaged data, and virus infection....'"
Dublin,Site Coordinator,b'\n\n\nZalando\n',NA,"b'\nOur aim in the Fashion Insights Centre in Dublin is to understand fashion through technology, we\xe2\x80\x99re an interesting mix of software engineers and data scientists...'"
"Clonee, County Meath","Mechanical Specialist, Subject Matter Expert",b'\n\n\nFacebook\n',NA,b'\nSome travel to other data center regions. Analyze data to assist development of predictive maintenance plan. Provide training to Critical Facility Engineers on...'
Dublin,Data Scientist,b'\n\nMason Alexander\n',NA,"b'\nSix years + experience in developing complex data analysis solutions. Experience with data visualisation tools such as Qlikview/Qliksense, Tableau, Spotfire etc...'"
Dublin,Senior system administrator,b'\n\nLucini&Lucini Communications\n',NA,"b'\nManage a complex production environment with geographically distributed data centers, real time database replication, high availability and redundant services....'"
Dublin,Field Service Engineer - UPS & EPMS,b'\n\n\nEATON\n',NA,b'\nWe are looking for several Field Service Engineers (mix of both permanent and contract) to work across 3 sites in Dublin City on our client\xe2\x80\x99s Data Centers....'
Dublin,Senior Quantity Surveyor | Contracts Experience,b'\n\nOradeo\n',NA,"b'\nPrestigious M&E projects including Industrial, Data Centres, Pharmaceutical, Power Generation etc.*. Provide data and analysis of issues & risks as required by...'"
Dublin,Network Field Engineer,b'\n\n\nAmazon Data Services Ireland Limited\n',NA,b'\nOr 3-5+ years of mid-level and/or enterprise experience as a technician or engineer in a highly dynamic environment;...'
"North Dublin, County Dublin",Senior Data Scientist,b'\n\n\nrealTime\n',NA,b'\nRealTime Recruitment is currently seeking a Senior Data Scientist for a large Irish company based in Dublin North....'
Dublin,Head of Clinical Trials,b'\n\nNuritas\n',NA,"b'\nAbility to communicate with experimental biologists, computer scientists and non-scientists. Nuritas\xe2\x84\xa2 is a Dublin-based biotech company revolutionizing the...'"
Dublin,Data Analyst,b'\n\nEolas Recruitment\n',NA,b'\nBetween 2 and 5 years\xe2\x80\x99 experience in a data analyst or data scientist role. You will as a Data analyst. Learn a broad range of data analytics skills....'
Dublin,Software Development Engineer in Test,b'\n\nSoftware Placements\n',NA,"b'\n2 - 3+ years working as a software development engineer in test. Run, debug and troubleshoot with engineers from various groups issues related to automated and...'"
Dublin,Mechanical Design Engineer,b'\n\nMason Alexander\n',NA,b'\nSenior Mechanical Engineer. Ability to interpret test data and seek innovative solutions for design enhancement. Scope of position:....'
Dublin,Big Data Engineer,b'\n\nReperio Human Capital\n',NA,"b'\nDesired Skills Data Science, Data Scientist, R, Python, Azure,IOT,Dublin, Financial. I have a unique opportunity for a mid-level Data Scientist to join an award...'"
Dublin,TPM00961 – Process Equipment Engineer,b'\n\nTandem Project Management\n',NA,"b'\nThe Process/Equipment Engineer is responsible for providing technical expertise during audits and also to present/ defend engineering systems, applicable change...'"
Dublin,Senior Data Scientist- Machine Learning,b'\n\n\nAlternatives\n',NA,"b'\nReporting directly to the Principal Data Scientist in Dublin, you will be a senior member of the global Data Science & Machine Learning Team, tackling this...'"
Dublin,Quality Engineers - Financials (functional super-users wante...,b'\n\n\nWorkday\n',NA,b'\nAssist in determining test methodology and test data setup. Our Quality Assurance - Financials organization is growing fast and we are seeking a Quality...'
Dublin,Senior Software engineer,b'\n\n\nSusquehanna International Group\n',NA,b'\nAnalysing large complex data sets and reporting key findings. Backtesting trading strategies using large volumes of data and interpreting the results....'
Dublin,Senior Software Engineer,b'\n\nProsperity\n',NA,"b'\nMy client delivers one of the best data management in the world, and they are currently experiencing a rapid growth and are looking to add a Senior Software...'"
Dublin,"Software Development Engineer, Fleet Management Systems",b'\n\n\nAmazon Web Services Ireland Limited\n',NA,"b'\nUtilization data, AWS usage and billing data), crunch numbers and display visualizations that provide users with insight into this rich data....'"
Dublin,Web Developer,b'\n\nSagax Technologies\n',NA,b'\nWorking knowledge of database design and data analysis. We are searching for software engineers to join our team of architects and developers to build the next...'
Dublin,Windows Server Automation Engineer,b'\n\nGBE Technologies\n',NA,b'\nWindows Server Automation Engineer. Do you have what it takes to deliver leading-edge high value infrastructure projects for a mission critical high volume...'
Dublin,Tech Lead/SRE - Monitoring Dublin,b'\n\n\nActivision\n',NA,"b'\nExperience with data analytics. We are looking for a passionate engineer to take on a senior engineering role, exerting technical leadership to help us design,...'"
Dublin,Tech Lead/SRE - Monitoring Dublin,b'\n\nDemonWare\n',NA,"b'\nExperience with data analytics. We are looking for a passionate engineer to take on a senior engineering role, exerting technical leadership to help us design,...'"
Dublin,"Technical Architect - Dublin, Ireland","b'\n\n\nGuidewire Software, Inc.\n'",NA,"b'\nJava, C#, J2EE, XML, Enterprise Java, JEE, Core Java Technology, Core J2EE Technology, Java developer, Java programmer, Java Software Engineer, JSF, Struts,...'"
Dublin,IT Laboratory Systems Support Engineer,b'\n\n\nQuanta Consultancy Services\n',NA,b'\nThe IT Lab Systems Support Engineer... Work with the IT Lead Engineer and Users to support enhancement requirements....'
Dublin,Visual Designer,b'\n\n\nGroupon\n',NA,"b'\nIn addition to standard asset types, design logos, icons, illustrations, infographics, and data visualizations \xe2\x80\xa2 Juggle multiple projects while effectively...'"
Dublin,Statistical and Mathematical Modeller,b'\n\nCreme Global\n',NA,b'\nCreme Global is looking for an exceptional statistical modeller or data scientist who would enjoy working on challenging client projects and being part of a...'
Dublin,"SQL Data Analyst, Dublin City Centre",b'\n\n\nSigmar Recruitment\n',NA,"b'\nData Reporting Engineer, Dublin City Centre, 1 year contract. SQL Data Insight Analyst, Dublin City Centre, 1 year contract....'"
Dublin,Principal Service Engineering Manager,b'\n\n\nMicrosoft\n',NA,b'\nWe have a diverse set of engineers with many backgrounds and interests. Ability to manage a team of 10 to 15 engineers distributed across multiple regions and...'
Dublin,Software Engineer II-West Dublin-80K,b'\n\nSolas Consulting Group\n',NA,b'\nSenior Software Engineer. Lead programming projects by leading and coaching other Software Engineers. Their solutions enable businesses to meet the challenges...'
Dublin,Security Engineer,b'\n\n\nAmazon Data Services Ireland Limited\n',NA,b'\nEngineer security controls to protect data and systems. Amazon Security Engineers are leaders and innovators....'
Dublin,Network Engineer,b'\n\n\nSmartbox\n',NA,b'\nExperience in accurately interpreting and drawing conclusions from data. This is a fantastic opportunity for an experienced and driven ecommerce professional to...'
Dublin,Web Development Engineer – Amazon Web Services-CloudWatch,b'\n\n\nAmazon\n',NA,"b'\nDepth in data structures and algorithms, especially those dealing with concurrency or scaling. We are looking for smart, motivated Web Development Engineers...'"
Dublin,Senior Software Engineer (Search Technologies),b'\n\nAllen Recruitment Consulting\n',NA,b'\nAllen Recruitment is working with a high-profile international company in the early stages of building a high-performance team here in Dublin (requiring...'
Dublin,Principal Engineer,b'\n\n\nDun & Bradstreet\n',NA,b'\nPrincipal software engineer skills and specifications. Provide training and coaching to the software engineers....'
Dublin,DevOps Engineer,b'\n\nSinglePoint Solutions Ltd.\n',NA,"b'\nSinglePoint are currently recruiting a DevOps Engineer consultant to join our growing DevOps teams. The company provides innovative, tailored solutions in the...'"
Dublin,"Product Manager, Time Tracking",b'\n\n\nWorkday\n',NA,"b'\nProducts that enable users to spend less time consolidating data across different systems, which requires minimal training and is very user friendly....'"
Dublin,Senior Business Analyst,b'\n\nEolas Recruitment\n',NA,"b'\nProvide day to day business analyst skills to the business as required, investigating issues, providing data, solving problems....'"
Dublin,"Sr. DevOps Engineer, Data Persistence & Messaging",b'\n\n\nWorkday\n',NA,"b'\nDevOps Engineer \xe2\x80\x93 Data Persistence & Messaging. These data services currently include RabbitMQ, Redis, Kafka and Cassandra....'"
Dublin,Infrastructure Solution Engineer,b'\n\n\nHays\n',NA,b'\nOur client currently requires the expertise of a Senior Solutions Engineer for a 6 month contract within its Strategic Technology environment....'
Dublin,Account Support Associate - 12 month FTC,b'\n\n\nXerox Corporation\n',NA,"b'\nValidate Customer details and requirements on data entry, categorize and deal with appropriately. Co-ordinate all Break/Fix calls in order to enable dispatch of...'"
Dublin,Molecular Biologist,b'\n\nNuritas\n',NA,"b'\nAbility to Interpret and analyse data. Ability to communicate with experimental biologists, computer scientists and non-scientists....'"
Dublin,Senior Contracts Manager,b'\n\nOradeo\n',NA,"b'\nPrestigious Projects spanning multiple sectors \xe2\x80\x93 Commercial, Industrial, Pharmaceutical, Data Centre, Mixed-use, Hospitality, Healthcare etc.*....'"
Dublin,.NET Junior Software Engineer,b'\n\nLetsGetChecked\n',NA,"b'\nData modeling and SQL Databases. Growth spirit, desire to continuously improve as an engineer. Our platform resides fully in AWS, operates in dozens of markets...'"
Dublin,Certified Scrum Master - Cloud,b'\n\nSynchronoss\n',NA,b'\nEngineer and execute process to peer and relay progress on work items to Service Delivery/Product Owner. Large scale product / ongoing project which offers ~25...'
Dublin,Data Process Engineer,b'\n\n\nBrightwater\n',NA,"b'\nA strong Data Process Developer will have skills in ETL, Business Analysis, Data Modelling, data analytics and more....'"
Dublin,Manager of Technical Support,b'\n\n\nMarketo\n',NA,"b'\nCore skills/competencies include Leadership, Customer Relations, Performance Management, Process Management, Data Analysis, Problem Solving, Effective...'"
Dublin,GIS / Design Draughtsperson,b'\n\nLong O Donnell Associates\n',NA,b'\nGood data skills. Updating data capture information on Netpoint. Seek clarification from Construction Engineers/Contractors where required in order to data...'
Dublin,PhD Internship - Bell Labs IP Platforms,b'\n\n\nNokia\n',NA,"b'\nLinked Data on the Web. Basic understanding of statistics, machine-learning and data mining, such. Ability to gather and pre-process data quickly with scripting...'"
Dublin,"Senior Operations Manager, AWS Support",b'\n\n\nAmazon\n',NA,"b'\nTechnical experience in Big Data and Database technologies. As a Senior Support Operations Manager for Big Data and Database, you will inspire and lead...'"
Dublin,Data Architect,b'\n\nEolas Recruitment\n',NA,"b'\nThis role would suit a senior data engineer or datawarehouse developer, who wants to move to a more strategic role within a cutting edge team....'"
"Sandyford, County Dublin",Senior Engineers Sandyford,b'\n\nKCM Recruitment Ltd.\n',NA,"b'\nSenior Engineer South Dublin. You will be capable of managing a number of site engineers, managing all engineer functions on site, dealing with sub contractors,...'"
Dublin,Senior Security Consultant,b'\n\nPlanNet21\n',NA,b'\nExposure to data governance and data loss prevention controls and policies. Help translate security strategy into technical designs and engage with the...'
Dublin,Senior BIM Technician – Leading Engineering Consultancy – Du...,b'\n\nSSA Recruitment Ltd.\n',NA,b'\nProduce accurate & BIM data rich 3D models using Revit. Experience of co-ordinating building structures models with the architect and MEP engineer....'
Dublin,Cloud Operations Lead Engineer,b'\n\nFineos Corporation\n',NA,"b'\nUsing utilities/tools for database monitoring, data movement and organization. AWS Ce rtified Solution Architect, SysOps Administrator , OR AWS Certified...'"
Dublin,EMBEDDED VISION SOFTWARE ENGINEER,b'\n\nSoftware Placements\n',NA,b'\nPartitioning algorithms and data flows for multi-core processing. The client is looking for an experienced embedded vision software engineer to join a new team...'
Dublin,Network Deployment Technical Team Lead,b'\n\n\nGoogle\n',NA,"b""\nWe're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them...."""
Dublin,Network Engineer – Dublin,b'\n\n\nSigmar Recruitment\n',NA,b'\nResponsible for asset management of networking gear in data center and POP sites. Experience with Enterprise and Service Provider network hardware platforms and...'
Dublin,Bioinformaticians x 3,b'\n\nNuritas\n',NA,"b'\nWith an in-depth understanding of biological data and advanced experience in statistics, big data analysis (including machine learning), or other similar fields...'"
Dublin,Lead Data Scientist,b'\n\n\nHays\n',NA,b'\nWell rounded understanding of the Data Science landscape & demonstrable experience working across the data science project life-cycle....'
Dublin,Product Specialist,b'\n\n\nZalando\n',NA,"b'\nCommunicate with other product groups, and with software engineers and data scientists to maintain an overview of structure, goals and dependencies of the...'"
Dublin,Support Engineer AWS Network Monitoring,b'\n\n\nAmazon\n',NA,"b'\nUnderstanding of data structures, algorithms and their performance. Record of mentoring other engineers to maintain architectural vision and software quality....'"
Dublin,QA Engineer,b'\n\nSinglepoint\n',NA,b'\nPreparation of test data and test environments to support testing. Singlepoint are looking for experienced QA Engineers to join our development teams based in...'
Dublin,Senior Software Dev Engineer - Network Software,b'\n\n\nAmazon\n',NA,"b'\nExperience influencing software engineers best practices within your team. Proficiency in computer science fundamentals such as object-oriented design, data...'"
Dublin,Senior Bioassay Scientist,b'\n\nLife Science Recruitment\n',NA,"b'\nSenior Bioassay Scientist. Participate in the peer review of analytical data. Participate in the generation and update of SOP\xe2\x80\x99s, trend data, investigations, non...'"
Dublin,Network Support Engineer,b'\n\nRecruiters\n',NA,"b'\nAs Big Data and Analytics specialists, we count a majority of the top global financials as clients. Quick, high-level overview!...'"
Dublin,Java Developer,b'\n\nSinglepoint\n',NA,"b'\n3 -5 years\xe2\x80\x99 experience as a Software Engineer working at a commercial level. The company provides innovative, tailored solutions in the areas of Digital, Data...'"
"South Dublin, County Dublin",.Net Application Support Engineer,b'\n\nIT Search & Selection\n',NA,"b'\nWorking daily interrogating data in RDBMS. Our client, a global market-leader based in Dublin 18, requires a .Net Application Support Engineer for a permanent...'"
Dublin,Quality Automation Engineer,b'\n\n\nCitco\n',NA,"b'\nKnowledge of business intelligence, data analysis and visualization solutions. 5+ years in software / data / systems Quality Control and Testing....'"
Dublin,Data Design Lead - Fjord / The Dock,b'\n\n\nAccenture\n',NA,"b'\nData Design includes designing with data. (identifying, accessing and exploring data sources), designing for data. Data Designe Lead....'"
Dublin,Senior Software Engineer - Deep Learning,b'\n\nEmtech Recruitment Ltd\n',NA,"b'\nSenior Software Engineer - Deep Learning required for permanent role with dynamic company in Dublin.*. Builds machine learning based products/solutions, which...'"
Dublin,Data Design Lead - Dublin,b'\n\n\nFjord\n',NA,"b'\nData Design includes designing with data (identifying, accessing and exploring data sources), designing for data (creating new data-driven experiences) and data...'"
Dublin,Senior Project Manager,b'\n\nTOBIN Consulting Engineers\n',NA,"b'\nTOBIN Consulting Engineers,. Data Analysis \xe2\x80\x93 good working knowledge of Excel, MS Project. TOBIN Consulting Engineers, who provide a complete multi-disciplinary...'"
Dublin,"Senior Software Development Manager, Recruiting Technologies",b'\n\n\nAmazon Data Services Ireland Limited\n',NA,b'\n4+ years of experience managing a team of at least 30 data and/or software engineers. Deep understanding of enterprise systems and data integration....'
Dublin,Software Development Manager - Financial Applications,b'\n\n\nWorkday\n',NA,"b'\n3+ years managing development teams of 6 - 15 engineers, including remote developers. As a manager, you will contribute and safeguarding these satisfaction...'"
Dublin,Associate Director - Development Engineering,b'\n\n\nAECOM\n',NA,"b'\nSite Access fesibility, scoping studies, transport scoping, transport statement, transport assessment, micro-simulation and data collection;...'"
Dublin,Systems Development Engineer – Amazon Web Services (AWS) Clo...,b'\n\n\nAmazon Data Services Ireland Limited\n',NA,b'\nThe CloudWatch team is currently looking for a systems engineer with SYSTEM AVAILABILITY OBSESSION DISORDER....'
Dublin,"Senior Software Development Engineer, AWS Networking",b'\n\n\nAmazon Data Services Ireland Limited\n',NA,"b'\nUnderstanding of data structures, algorithms and their performance. Amazon is looking for Software Development Engineers to build the software that monitors one...'"
Dublin,Java Software Engineer - Dublin 2,b'\n\nSolas Consulting Group\n',NA,"b'\nJava Engineer, Dublin. You will create and refine data models in Java, MySQL, Redis and Cassandra, and set up infrastructure for big data analysis based on...'"
Dublin,Information Security Engineer,b'\n\n\nWorkday\n',NA,b'\nPerform security reviews of projects and approve access requests to sensitive data and systems. Workday is looking for an Information Security Engineer to work...'
Dublin,Production Engineer (DevOps),b'\n\n\nSusquehanna International Group\n',NA,b'\nETL and data extraction. We have a superb opportunity for a skilled production engineer with strong operational focus and a keen interest in financial data....'
Dublin,Technical Lead - Titles,b'\n\n\nActivision\n',NA,"b'\nWorking with game studio engineers. We do matchmaking, microtransactions, and data analytics. Experienced engineer to join this department to work on a new...'"
Dublin,Engineering Lead,b'\n\n\nZalando\n',NA,b'\nWe are a mix of software engineers and data scientists who collaborate in order to create and innovate unique solutions to complex technical and product...'
Dublin,Systems Development - AWS Messaging Services,b'\n\n\nAmazon Data Services Ireland Limited\n',NA,"b'\nYou love dive deep into data to identify latency and availability root causes. You find data center build-outs, performance engineering, and other scaling...'"
Dublin,Process Engineer,b'\n\n\nMorgan McKinley\n',NA,"b'\nLiaising with automation engineers in procuring and assessing new equipment. Analyse Manufacturing Execution System (MES) data to improve control systems,...'"
Dublin,Director of Network Operations Center,b'\n\nTelnyx\n',NA,b'\nProvide management and supervision of NOC engineers (approx. Triage customer issues daily and distribute work load among NOC engineers....'
Dublin,Systems Development Manager - Aurora,b'\n\n\nAmazon Data Services Ireland Limited\n',NA,b'\nThe ideal candidate will have past experience working as a software development engineer. A successful Software Development Manager will lead a team of talented...'
Dublin,Group BIM Manager,b'\n\nOradeo\n',NA,"b'\nOradeo\xe2\x80\x99s clients is an international mechanical, electrical and instrumentation company which has gained significant experience across a wide section of the...'"
"Saggart, County Dublin",Staff Ic Design Engineer,b'\n\n\nXilinx\n',NA,b'\nExperience in design of high performance data converters and high speed circuits (GHz). The successful candidate will lead the design of high performance GS/s...'
Dublin,Junior Software Developer,b'\n\nSocial Honey\n',NA,b'\nAnother key relationship will be with the lead Data Scientist. They chose to apply those big data analysis skills within the media industry to analyze and...'
"Dublin West, County Dublin",Senior Engineer,b'\n\nICDS Recruitment\n',NA,b'\nSenior Engineer - Dublin. Must be capable of leading a technical team of engineers and technicians. Summary of role:....'
Dublin,M&E Building Services Designer Technical Writer,b'\n\nTech Skills Resources\n',NA,b'\nHave experience in provision of design for Data Centre facilities. Have experience putting together handover packs for M&E infrastructure in Data Centre...'
Dublin,"Site Reliability Engineer, Cloud Services (EMEA)",b'\n\n\nMongoDB\n',NA,"b'\nParticipate in a weekly on-call rotation, and make trips to our data centers as needed. Design, implement, operate and troubleshoot the automation and...'"
Dublin,Process Monitoring Engineer - Amgen,b'\n\nJobContax\n',NA,"b'\nIncludes compiling data extraction and manual analysis where not automated. Experience in data extraction, statistical analysis and reporting preferably within...'"
"South Dublin, County Dublin",Process Engineer,b'\n\nICDS Recruitment\n',NA,b'\nProcess Engineer - Dublin. O Data analysis skills and experience with six sigma techniques. O Analyse Manufacturing Execution System (MES) data to improve...'
Dublin,Bioinformatician,b'\n\nGenomics Medicine Ireland\n',NA,"b'\nWork with scientists, bioinformaticians, statisticians, software engineers, systems analyst. Analyse, integrate and interpret biological data....'"
Dublin,Lead Data Scientist,b'\n\n\nAlternatives\n',NA,b'\nHold experience of BIG DATA & higher level future proof data applications in a cloud based data environment (ideally)....'
"Dublin West, County Dublin",Senior Engineer (injection moulding),b'\n\nICDS Recruitment\n',NA,b'\nSenior Engineer - Dublin. Must be capable of leading a technical team of engineers and technicians. Summary of role:....'
Dublin,Keyword Specialist (Turkish Native),b'\n\narvato Financial Services\n',NA,"b'\nThe engineers may develop a new method of keyword generation, these new keywords need to be evaluated and assessed....'"
"North Dublin, County Dublin",DC Commissioning Engineer / Installation Engineer,b'\n\nFirstaff Personnel Consultants Ltd\n',NA,b'\nDC Commissioning/Installation Engineer. Contract with a view to permanent....'
Dublin,Senior Ruby on Rails Engineer,b'\n\nProsperity\n',NA,"b""\nIntegration of data storage solutions. If you are an experienced Ruby on Rails Engineer and passionate about coding, so that's the right role for you...."""
"Sandyford, County Dublin",Site Engineers South County Dublin,b'\n\nKCM Recruitment Ltd.\n',NA,b'\nSite Engineers South Dublin. You will work under experienced senior engineers and project managers. You will have the potential to move into a senior engineer...'
Dublin,Engineer,b'\n\n\nFRS Recruitment\n',NA,b'\nSemi State Engineer. Provide timely and accurate Field Data Capture information following all Engineering operations....'
Dublin,Senior Systems Development Engineer,b'\n\n\nAmazon Data Services Ireland Limited\n',NA,b'\nSenior Systems Development Engineer. Amazon Corporate is looking for a Senior Systems Development Engineer to join our Network Systems Engineering team....'
"South Dublin, County Dublin",Mobile QA Engineer - Contract Dublin 24,b'\n\nSolas Consulting Group\n',NA,b'\nMobile QA Engineer - Contract. We are looking for x4 Manual Mobile QA Engineers on a contract offering TOP rates....'
"Dublin West, County Dublin",Process Engineer (API),b'\n\nICDS Recruitment\n',NA,b'\nProcess Engineer (API) - Dublin. Process Engineer sought for bulk API manufacturing plant. Responsible for ensuring that the administration of GMP computerised...'
"Dublin West, County Dublin",Process Engineer (Pharma),b'\n\nICDS Recruitment\n',NA,b'\nProcess Engineer (Pharma) - Dublin. Process Engineer sought for bulk API manufacturing plant. Responsible for ensuring that the administration of GMP...'
Dublin,Network Operations Engineer,b'\n\nTelnyx\n',NA,"b'\nAlways ask \xe2\x80\x9cwhy.\xe2\x80\x9d Think big, start small, collect data, and iterate quickly. Telnyx has forty employees (75% engineers) between our Chicago, IL office, Dublin,...'"
Dublin,Technical Lead - Titles,b'\n\nDemonWare\n',NA,"b'\nWorking with game studio engineers. We do matchmaking, microtransactions, and data analytics. Experienced engineer to join this department to work on a new...'"
Dublin,Software Test Engineer,b'\n\n\nFRS Recruitment\n',NA,"b'\nReviews quality assurance plans, data, procedures, and scripts. Software Tester, Test, Test Engineer, Software, Dublin, Ireland, #IrishJobs, #SoftwareJobs,...'"
Dublin,Linux Windows Platform Engineer,b'\n\nSoftware Placements\n',NA,"b'\nCloud / data centre system or network administration/engineering. This is a chance to join a leading technology company, experiencing exponential growth and...'"
Dublin,Support Engineer Integration with API Management,b'\n\n\nSAP\n',NA,"b'\nSAP HANA Cloud Platform OData provisioning allows the exposure of business data and business logic as OData services on SAP HANA Cloud, thereby enabling...'"
Dublin,Senior RF Analog Mixed Signal Design Engineer,b'\n\nEmtech Recruitment Ltd\n',NA,"b'\nHigh-speed data communications / SERDES; Senior RF Analog Mixed Signal Design Engineer with 5+yrs experience in large RF/Analog IC/SoC specifications,...'"
Dublin,Ruby/Python Software Engineer,b'\n\nSoftware Placements\n',NA,b'\nGood knowledge of algorithms and data structures. This position will work directly with the production engineering team to design and develop a unified...'
Dublin,Software QA Engineer,b'\n\nSoftware Placements\n',NA,"b""\nThey will identify ways to improve the initial integration with my client's solution by building a high quality implementation that will handle large volumes of..."""
Dublin,SOFTWARE ENGINEER USER INTERFACE,b'\n\nSoftware Placements\n',NA,"b'\nWe want engineers who are eager to work closely with designers, sports scientists and customers to frame the solution and really understand the problem....'"
"Dublin West, County Dublin",Project Engineering Technician,b'\n\n\nCpl Recruitment\n',NA,"b'\nProcess Engineer \xe2\x80\x93 Drug Substance. Delivering on EAMS Equipment data build including system hierarchy, RRI (Reliability Ranking Index) and Cat list (Instrument...'"
"South Dublin, County Dublin",Senior Product Engineer (medical device),b'\n\nICDS Recruitment\n',NA,b'\nSenior Product Engineer (medical device) - South Dublin. Lead the evaluation of specifications for the current products and generate the necessary supporting...'
Dublin,Senior Account Executive - Enterprise Business Unit,b'\n\n\nSalesforce\n',NA,"b'\nEngage with prospect organisations to position salesforce.com solutions through strategic value based selling, business case definition, return on investment...'"
Dublin,Sr Software Engineer - Cloud Data Protection,b'\n\n\nVeritas Technologies\n',NA,"b""\nSoftware Engineer \xe2\x80\x93 Cloud Data Protection. Data is an organization's digital currency; Did you know that the International Data Corporation (IDC) predicts that..."""
Dublin,Sr. Principal Software Engineer - Cloud Data Protection,b'\n\n\nVeritas Technologies\n',NA,"b""\nPrincipal Software Engineer \xe2\x80\x93 Cloud Data Protection. Data is an organization's digital currency; Did you know that the International Data Corporation (IDC)..."""
Dublin,Senior Analog IC Design Engineer - ADCs - FinFETs,b'NA',NA,"b'\nSenior Analog IC Design Engineer - ADCs - FinFETs. Semiconductor, Analog (Analogue) IC Design, data converters, ADCs, DACs, FinFET nodes, CMOS....'"
Dublin,"Consulting Manager - Dublin, Ireland","b'\n\n\nGuidewire Software, Inc.\n'",NA,"b'\nJava, C#, J2EE, XML, Enterprise Java, JEE, Core Java Technology, Core J2EE Technology, Java developer, Java programmer, Java Software Engineer, JSF, Struts,...'"
Dublin,Lead Data Scientist,b'\n\n\nBrightwater\n',NA,"b'\nIf you are the successful data scientist your job will drive, develop and implement data science strategies to drive tangible business results for stakeholders...'"
Dublin,Back End Engineer,b'\n\n\nMorgan McKinley\n',NA,"b'\nEngineer with experience in search engine in an ecommerce. Back-end Engineers with solid understanding of designing, developing and supporting large scale,...'"
Dublin,"Telecommunications Field Technician/Engineer , Dublin, Repub...",b'\n\nBerry Technical\n',NA,b'\nIdentifying faults and carrying out Corrective & Planned Maintenance of voice and data radio equipment installed into \xe2\x80\x98Blue Light/Emergency Services\xe2\x80\x99 Vehicles....'
Dublin,"Manager, Border Backbone Network Engineering (Level 6)",b'\n\n\nAmazon\n',NA,"b'\nYour job is to lead a team of 8+ highly skilled Network Engineers and deliver solutions that are always available, never constrain customers, continually reduce...'"
"Dublin West, County Dublin",Snr Electrical Engineer contract,b'\n\nLife Science Recruitment\n',NA,"b'\nExperience in outsourced medical device manufacturing, manufacturing technologies, test and data collection methodology and process development to ensure a...'"
Dublin,Lead IT Laboratory Systems Integration Technical Engineer JO...,b'\n\n\nZenith Technologies\n',NA,"b'\nExperience with designing information interfaces, data conversion, and network and infrastructure fundamentals....'"
Dublin,"Maintenance Engineer - Fire, Security, CCTV",b'\n\nStaff Source Ltd\n',NA,b'\nManage all maintenance engineers diaries. Manage Maintenance Engineers diaries to ensure best use of time/travel/location....'
Dublin,Quantity Surveying Graduates,b'\n\nGradSecure\n',NA,"b'\nOperating across Ireland, the UK and Europe, they have become the engineering service provider of choice in growth segments such as pharmaceuticals, data...'"
Dublin,Senior Analog Design Engineer - Dublin,b'\n\nRecruiters\n',NA,b'\nSENIOR ANALOG DESIGN ENGINEER \xe2\x80\x93 DUBLIN. Experience in design of high performance data converters and high speed (GHz) circuits....'
Dublin,Business Systems Analyst,b'\n\nSoftware Placements\n',NA,"b'\nObsess over data and data models. Relentlessly focus on quality - quality of data, performance, user experience, etc....'"
Dublin,Consulting - Deloitte Digital – UX Designer,b'\n\n\nDeloitte\n',NA,"b'\nExceptional synthesis skills, ability to analyse large quantities of data and shape the insights into solutions....'"
Dublin,Network Engineer,b'\n\n\nMorgan McKinley\n',NA,"b""\nOne of the worl's leading search engines with EMEA Data Centre Operations in Dublin are currently looking to recruit a Senior Network Engineer for a purpose..."""
Dublin,"Inside Sales and Customer Growth Representative, Google Clou...",b'\n\n\nGoogle\n',NA,"b'\nWork with Field Sales Executives and Customer Engineers to maximize business results. Analyze data trends and client performance, and prepare and conduct...'"
Dublin,Datacentre Engineer - Dublin,b'\n\n\nTEKsystems\n',NA,"b'\nData Centre, Engineer, Linux server, windows server, installing,. Data Centre, Engineer, Linux server, windows server, installing, troubleshooting, hardware...'"
